"","TA.x","year","ratio_mean","P5","P25","P50","P75","P95"
"984",48,2001,1.00954769036872,0.538714632860656,0.798012350935077,0.940947635904815,1.17602547329903,1.62360505918273
"985",48,2002,1.02586159572158,0.506463402990725,0.795876279929334,0.976477380270718,1.18177725753638,1.65572466311015
"986",48,2003,1.125870459087,0.352034907506052,0.856540666032809,1.10176022414116,1.3222297958095,1.79686867859867
"987",48,2004,1.26113368410603,0.347550045769191,0.979176456423368,1.22241923044197,1.49027340738882,2.22268478449359
"988",48,2005,1.5342674854147,0.681010312171448,1.21752953975964,1.50422148568632,1.76358151427299,2.34078214998961
"989",48,2006,1.44912413262455,0.451507537418745,1.16261746605842,1.4189185369743,1.65409187783513,2.17811133190265
"990",48,2007,1.50829699713522,0.392902925794057,1.27064708438274,1.50056407373665,1.73164695024751,2.16889712444865
"991",48,2008,1.36611669630262,0.485756833975321,1.12791834514393,1.38120013874437,1.63308078612932,1.97949186197493
"992",48,2009,1.37587561250043,0.541413653241375,1.11527348990185,1.35553450341593,1.58738543290116,2.01638212109731
"993",48,2010,1.42142483828022,0.646861542064595,1.21392926211696,1.41789902860677,1.59393975571436,2.03860617961166
"994",48,2011,1.38994224927877,0.558620059553052,1.16757725478298,1.41889879901095,1.60506644248984,2.07171524128045
"995",48,2012,1.32025304157497,0.678521350269217,1.09750877006698,1.31325613227945,1.49204590640833,1.88293208230867
"996",48,2013,1.42615251454843,0.619470695243708,1.08358928630404,1.31754650131098,1.5149501219434,1.9888181377399
"997",48,2014,1.274055989282,0.65136257817136,1.07757300555322,1.28345104211716,1.4723469557965,1.83433585959314
"998",48,2015,1.26028498615865,0.615286701178274,1.02585126130791,1.23436756609801,1.46118425203347,1.88740003171799
"999",48,2016,1.30225305617031,0.782706668338498,1.07902550695853,1.27533817287477,1.49072861984917,1.89557044421408
"1000",48,2017,1.37853429755715,0.840459928923959,1.17804547254293,1.32883529302842,1.58194677741479,1.95969649274899
"1001",49,1993,1.19033794232026,0.55217994933749,0.840806485019267,1.10909551735848,1.53519230769231,2.27004545454546
"1002",49,1994,1.39148952724764,0.70899411519082,0.934329378107867,1.15873916214245,1.7212543554007,2.91341161753815
"1003",49,1995,NA,0.719544530232263,0.918432896911977,1.10605078374025,1.29354283675845,1.47992329249062
"1004",49,1996,1.95441347305419,0.72963496961246,0.969432157816847,1.22555147058823,2.01798607072031,5.41048302415121
"1005",49,1997,1.0306685332101,0.607393641420249,0.829924608613183,1.00982278481013,1.18858509064377,1.50837407952872
"1006",49,1998,0.971354027870005,0.6032570962925,0.778217940075774,0.943381718379371,1.10542495237072,1.44524921603703
"1007",49,1999,1.06589717439745,0.537962038976439,0.815234688493563,1.03125805174605,1.26697954897196,1.64718262590005
"1008",49,2000,1.17961851097364,0.560893720603722,0.911384220222277,1.13207428688531,1.370872215292,1.91003361420494
"1009",49,2001,1.27399035444166,0.661942715392349,0.942304395282871,1.15520521880946,1.3549652198262,1.81208661774033
"1010",49,2002,1.24132778315638,0.706685664333604,0.990316405875385,1.22274133347278,1.45212315247005,1.81018180468589
"1011",49,2003,1.14626110667935,0.513534463095576,0.818945052337285,1.13258356470199,1.39175385222746,1.96995360060983
"1012",49,2004,1.30954521338031,0.370074068312452,1.0535049030562,1.30958662987446,1.51515388851539,2.07167530223977
"1013",49,2005,1.61395233555086,0.424213011778487,1.24101257419556,1.63013872979509,1.89478478706445,2.45555749058904
"1014",49,2006,1.57721148474131,0.395699276222903,1.33935052926483,1.60307315004179,1.89974227279172,2.38241010372019
"1015",49,2007,1.60721069149385,0.394667204407622,1.13970719395257,1.73575471296651,2.04109570935807,2.4278631494702
"1016",49,2008,1.42952365368525,0.444295572592784,1.18080139671984,1.4628928585512,1.72775751538913,2.09500275165809
