Date,New Zealand,Far North District,Whangarei District,Kaipara District,Rodney District (2010 and earlier),North Shore City (2010 and earlier),Waitakere City (2010 and earlier),Auckland City (2010 and earlier),Manukau City (2010 and earlier),Papakura District (2010 and earlier),Franklin District (2010 and earlier),Thames-Coromandel District,Hauraki District,Waikato District,Matamata-Piako District,Hamilton City,Waipa District,Otorohanga District,South Waikato District,Waitomo District,Taupo District,Western Bay of Plenty District,Tauranga City,Rotorua District,Whakatane District,Kawerau District,Opotiki District,Gisborne District,Wairoa District,Hastings District,Napier City,Central Hawke's Bay District,New Plymouth District,Stratford District,South Taranaki District,Ruapehu District,Whanganui District,Rangitikei District,Manawatu District,Palmerston North City,Tararua District,Horowhenua District,Kapiti Coast District,Porirua City,Upper Hutt City,Lower Hutt City,Wellington City,Masterton District,Carterton District,South Wairarapa District,Tasman District,Nelson City,Marlborough District,Kaikoura District,Buller District,Grey District,Westland District,Hurunui District,Waimakariri District,Christchurch City,Banks Peninsula District (February 2006 and earlier),Selwyn District,Ashburton District,Timaru District,Mackenzie District,Waimate District,Chatham Islands Territory,Waitaki District,Central Otago District,Queenstown-Lakes District,Dunedin City,Clutha District,Southland District,Gore District,Invercargill City,Auckland (2011 and later),Rodney Ward,Albany Ward,North Shore Ward,Waitakere Ward,Waitemata and Gulf Ward,Whau Ward,Albert-Eden-Roskill Ward,Orakei Ward,Maungakiekie-Tamaki Ward,Howick Ward,Manukau Ward,Manurewa-Papakura Ward,Franklin Ward,Area Outside Territorial Authority
15/09/1994,194642170,2999175,4379282,165000,8067032,15072500,8065545,18262207,19186347,2013000,4215000,3821666,486118,2749514,509915,8288073,1689500,0,106584,0,2213659,3550551,10712729,2536247,735000,0,0,1272663,0,3214178,2817996,330000,918555,208000,377000,642900,1210000,0,1538900,3282601,621400,1003000,4305000,2090250,323750,1026841,3534618,263213,0,322000,4213795,2863990,2116074,0,190000,862880,386000,253000,5410014,13250048,364000,1851048,1660000,1306000,173000,463000,0,550000,1699615,2496078,1813597,581880,1245642,150000,1615000,,,,,,,,,,,,,,,
15/10/1994,195073349,3543100,4446836,528000,7708483,13745440,10526958,18966350,16504298,2832000,3652000,3920169,505927,1329381,753500,6503411,1729083,136000,0,60000,2836000,3024578,11171850,1844772,429000,0,130600,875600,170000,1911219,2676315,505500,2135770,0,287000,45000,740000,225000,1554000,2993000,563000,908500,4897000,2507600,1099000,3187230,4166355,567900,43800,394300,1750400,2929850,3085113,19000,418550,518000,876000,808000,5421338,13377624,130000,3768497,657733,1440500,467317,454000,0,846320,1493595,1827500,2580550,782856,1335000,0,804781,,,,,,,,,,,,,,,
15/11/1994,213191160,2879141,5180600,473750,12879880,14659000,10817398,15172100,18176121,3317000,4485900,2300263,906600,2228600,470700,7061646,2053864,177000,40000,59000,2695500,4458356,10654953,2148051,1117000,0,0,1627500,20000,1952095,3553500,741000,2843994,276000,1150000,74875,1155000,443400,986000,4454842,0,694000,3724000,3812500,824750,1438000,3913165,1636961,0,60000,3080050,3007615,4385144,0,207000,720000,1033000,786700,5689553,15103231,1028000,2369990,1614000,2313000,203000,0,0,566837,1671883,2924680,3152642,562600,1054230,827000,1097000,,,,,,,,,,,,,,,
15/12/1994,180660839,3559073,3476000,394000,9402470,11662900,8778080,15582600,11263410,3039000,5044700,2211500,431798,709677,1016000,6984881,1903870,746900,463895,434000,1978200,4682494,9895777,1677832,999900,0,75000,1457240,0,1931200,1963640,206000,1758664,0,781000,377900,1454584,409900,922000,4049500,490000,60000,4130000,1180000,995500,1527000,4880600,343000,71000,0,3176800,1996749,2943380,71500,376804,813000,571000,1208811,5391004,10381065,378000,3204815,315000,834000,105000,0,0,943900,1115000,4164662,4202564,1002100,540000,0,1523000,,,,,,,,,,,,,,,
15/01/1995,147723906,1611800,2494273,705500,8749518,11032500,7595418,12825125,15232184,2335000,3933900,1145000,207500,1700980,376100,5134090,1209000,165000,220662,0,2216347,701248,6080840,2343139,1152000,0,195000,873500,0,39000,2188390,90000,1972103,230000,875000,45000,807100,0,808000,3689750,0,237000,2498000,1607000,0,665000,4518735,1223600,0,283180,2384490,2102450,3178620,115000,461000,262000,0,652400,3501166,11047215,115000,2202765,360000,913000,58000,0,0,0,940718,2547000,2252200,90000,906000,139900,1482500,,,,,,,,,,,,,,,
15/02/1995,161486408,1880275,2049400,819500,5163742,10739700,9223762,13593299,13619521,1890000,3871700,2961000,135000,1638600,748344,3373006,2562349,444000,91000,150640,2203150,1700000,8610503,1543269,798000,0,277500,895000,65000,1453000,2343968,232000,2374900,0,914667,274000,1042000,271000,1115334,3387500,665000,1365000,2631000,1501000,0,973500,3221700,210650,189200,95000,1611000,1564150,4904157,200000,270000,1414000,367000,499000,2537277,13313952,932000,2962200,912000,1704500,144000,0,0,848681,1273464,5566500,3413640,394000,836487,0,510721,,,,,,,,,,,,,,,
15/03/1995,193640086,3014893,3680400,452000,13684244,15825300,11448947,16526647,14806017,1096000,3395000,1902818,328000,1894538,509180,5415201,1333900,230000,241000,313450,3824900,2918036,10306288,2739101,856400,0,210000,915544,303000,1185441,1727578,755000,3448855,497000,701238,876000,428000,150000,335250,3152000,0,1099000,3900500,2651200,135000,2324000,3973800,800500,295000,150000,2801700,3038460,3075856,0,591000,250000,848000,254254,5322154,12433836,849000,1714000,1372600,1620210,467000,0,0,304000,1112850,4691500,3223500,657000,972000,120000,1165000,,,,,,,,,,,,,,,
15/04/1995,137596805,2522557,1584500,283500,7192581,8583748,6589210,7849874,10296540,680000,4778000,2289906,416000,1498810,1158600,4710794,1541874,70000,220000,0,2445500,2779937,7652131,1596371,368000,0,110000,872300,0,1649425,2468590,505000,1736042,147000,423234,142200,430000,181000,1302000,2428000,360000,621000,3867500,1555000,290000,335000,2964562,473730,0,58000,2796800,164325,1884664,0,358000,419000,245000,502659,3416500,12479600,400000,3150000,670000,719000,337149,0,0,682750,1476075,2497000,2781867,295000,734400,0,1559000,,,,,,,,,,,,,,,
15/05/1995,164002517,2352332,3483800,448674,13748684,8666100,9651972,12620476,14583433,1865000,3733900,2940000,533000,1214700,851500,4535847,2049524,0,350455,76000,1957000,1526710,8117443,1727000,530000,0,493300,1083064,20000,1659587,2101787,95000,2459557,20000,784534,137500,1208000,423588,1070159,3167367,120000,348000,1749400,626900,1490000,2712290,3269242,837800,0,140000,3212650,1945375,1773390,265800,401000,871000,265000,594800,2284200,9905660,1085000,2953456,1475000,3324899,268500,100000,0,155000,760611,4676975,1578000,754776,459000,266800,1045000,,,,,,,,,,,,,,,
15/06/1995,149413401,2096472,2009000,267000,6469751,11037125,6817515,11119750,11043001,1382000,2908200,2966620,633900,701654,1087251,7379427,1011100,0,0,179000,4625500,1659500,7805746,2352265,1105000,0,0,1161700,200000,1360506,1808700,163000,1201355,119000,148000,316000,568486,300000,860069,3260000,90748,154000,3339600,3013400,535000,2400400,2537350,699865,65700,0,2694200,2862862,3394096,74885,567000,0,296000,294473,4657155,11064773,776216,2005000,1461550,585680,0,0,0,343849,814600,3207823,2010083,354500,338000,110000,541000,,,,,,,,,,,,,,,
15/07/1995,149198769,2055600,2184900,430300,8457003,11039600,8281334,12856500,14106555,768000,4082600,3000000,344000,1215440,502100,6399233,2848181,48000,50000,133000,2576000,2353700,8531204,1458000,1250000,0,73043,1402318,25000,1963206,1701827,241000,1353530,0,100000,200000,116500,217377,0,2720000,40000,473000,2298000,1018250,557000,492000,2960500,135000,0,183000,3229350,1544200,1697697,310000,124400,470000,429000,910050,2849493,11638126,265000,1500000,620000,1307692,70000,0,0,500731,687431,4514500,1735746,719152,252500,131000,450900,,,,,,,,,,,,,,,
15/08/1995,165957735,2273386,3601000,401500,9973463,9743440,8997364,11811872,13491829,1373000,4187000,3753054,150000,1177800,860458,7250838,1772710,209650,0,120000,2650300,2806829,8746941,1821431,1029000,0,43000,621850,17000,1786491,1795775,0,1533089,149000,413000,163353,823000,0,543000,2857200,338367,440000,2785000,1195000,0,1562000,3252307,198050,0,282000,3687150,1283900,3257704,119000,370000,269000,197000,1025574,3348893,12623563,824000,4016940,1166000,1305000,115000,263000,63000,508349,882414,4959417,3250484,344000,897000,374000,1806000,,,,,,,,,,,,,,,
15/09/1995,161846423,2297440,2583000,377000,8106134,7578740,13569392,10655200,11541940,2168000,3922000,3836498,408474,1833966,1443104,6818272,1656207,249600,160000,214775,1712660,3693558,9556449,2170600,1344000,60000,0,808100,52500,2620796,2181109,996470,1687671,0,374153,65000,408000,194900,1266000,2670960,25000,418300,2485000,1400000,515000,987750,4006900,647723,0,0,3195800,1185243,2504620,0,115000,843000,362000,765595,4720081,9962298,549000,3180000,1315900,1125000,39800,0,90000,143000,1069622,3373625,2342538,836460,970000,85000,1304500,,,,,,,,,,,,,,,
15/10/1995,189444569,3222420,3741000,1033000,12317356,14401985,12032637,12304144,16295575,1515000,5570000,3094636,772500,1147385,234900,6563525,2407120,125000,94000,151000,3776500,4263910,9760452,2473244,2254000,70000,136000,1270000,92500,2081659,1777520,443000,1292515,0,285000,347769,955000,12000,675000,2410402,290000,357000,3392900,1911000,1281000,1613520,4710928,432876,130000,140000,4535815,1849030,2430589,177000,195000,244000,615000,1333805,4964385,10036900,235000,3824000,1202588,1370655,159000,137704,0,741575,840555,3946590,1431000,368500,1684000,339000,1124000,,,,,,,,,,,,,,,
15/11/1995,192761366,2334000,3191500,1691967,5827416,20431679,10979715,14866194,16562546,2907500,4539000,3680786,396000,1005000,931400,5238232,1939672,119930,104000,189841,3027300,3749762,11154562,2153016,615000,0,15000,703100,58014,2154100,2089575,240000,1921530,535000,210000,301000,1140000,130000,35000,2896400,150000,879500,3583000,851000,1417986,3038550,5670750,862550,143000,785000,3637600,3040970,3100913,0,438000,383000,270000,715296,2943794,10423843,1038000,2795960,1246000,2133000,500000,145000,0,446000,1433042,3676000,3920000,383000,440000,85000,2120875,,,,,,,,,,,,,,,
15/12/1995,163165736,3133368,3376000,299000,11095209,10109598,9981379,14486508,10988384,610000,2852000,2744250,790000,1292800,545138,6800218,2338500,325000,0,346050,2759850,3477205,9094219,1723000,1074000,0,124000,940800,0,702388,2067502,284000,1332583,0,986155,136100,1042000,0,1415000,4326598,155000,135000,2036000,1033300,655000,1511000,3346600,591100,63035,140000,2383780,1361000,2815312,0,1065800,611000,365000,453984,3406880,10013181,624000,2210200,747500,616000,113000,0,0,611000,961520,4004276,4586484,400395,980000,510000,1060587,,,,,,,,,,,,,,,
15/01/1996,166226011,3377038,3462000,747500,11430541,16337337,12089800,11707000,17227121,1095000,3832000,2980579,339275,704504,1126279,6735656,1817880,347000,283500,533500,1672200,2417752,8776897,2447000,1394300,0,0,681000,155000,606000,2877953,319450,2008900,180000,680088,99441,647500,0,810000,2984098,0,438000,1963800,1626000,1272950,1037000,2890000,615050,0,325000,1623000,745500,2450200,110000,900100,284000,0,624140,3292752,8695685,595000,2472000,1508000,1060925,40000,236000,0,565000,684350,1395300,1610748,432000,442422,0,1360000,,,,,,,,,,,,,,,
15/02/1996,198760815,2166600,3041000,1018000,13531526,19013120,14559064,18694900,17572650,2146000,4785000,4876555,848406,1468000,1027320,7764308,3085898,90000,455000,5600,2093466,3115088,9434001,2634000,1547000,0,130000,665100,101198,2066832,1553550,175000,1262369,0,128943,59500,613970,0,1109000,1852050,136000,297000,2060000,1814000,735000,1439800,3723500,495500,103362,124000,4929600,1169350,2726116,218000,353000,191000,70000,672800,3907891,14956735,891000,2649000,416500,843000,185000,419704,0,408000,1799270,2191500,1954460,467000,508000,482713,733000,,,,,,,,,,,,,,,
15/03/1996,210616589,3668851,3932000,60000,13475155,22096155,16265025,18298401,16645503,1559000,5399000,3848500,1047000,1227220,716333,6470507,2300582,220000,314700,625850,3014500,2922544,13713086,2609875,2098000,0,247000,697600,80000,1796500,1789188,495000,3021098,0,430000,318179,958430,67250,682600,2664047,354000,235000,1792950,2049000,628379,1211990,3585423,1978678,380000,580000,3523000,3333470,1752600,171895,559000,543000,220000,469370,3338450,11718449,308000,2578332,2200900,1539557,549000,325000,0,628437,1214450,2588461,2109719,0,1044000,423000,908400,,,,,,,,,,,,,,,
15/04/1996,195874738,3845599,4349000,989239,11848912,19413670,13945557,12200898,15663110,1674000,6667000,2663722,334125,1569000,1356100,9855595,1874563,193000,480100,0,1663600,4010493,10178193,2052000,337000,0,477000,749000,0,1046664,1561313,205000,2343405,150000,238000,890300,696000,0,1007500,4362814,330742,315000,2775400,1110000,85000,860765,5451056,381000,275000,6500,3138760,1581647,2792071,85000,389500,551000,360000,1175025,4707286,12039467,657000,5118393,1123625,530000,180000,286000,0,260000,1647929,3432000,2005100,181000,572000,100000,480000,,,,,,,,,,,,,,,
15/05/1996,224417218,3132573,4572000,393350,13780491,20520822,14415486,21003300,16409360,1405000,3857500,5043800,1300335,846365,745460,9092762,2388112,0,293000,448800,3789500,4531694,14382558,2604000,1284000,18000,170000,1618800,74000,1971064,3621945,127000,771900,280000,150000,1130990,1487000,0,845800,1828438,65000,895000,3139000,1330000,430000,1010000,6399000,240100,133000,336000,3279000,2379600,3446000,296000,488000,450000,220000,295000,6546000,12757894,1418000,3478215,1231000,1684883,50000,361500,0,438000,2260307,4107280,2990671,731612,485951,275000,435000,,,,,,,,,,,,,,,
15/06/1996,179933944,3605177,3394000,400600,8026370,13674039,14860807,17264749,16830630,866000,4684800,3536884,331000,1255600,1257700,7287541,2317793,385000,281000,224300,2081714,4770799,15395195,1785000,605000,0,195000,575400,35000,1030700,1579060,190000,1359862,159000,110000,300000,1312000,264000,332000,2001400,144000,695000,3849500,1575000,658880,854000,3406750,0,0,495000,3104200,1152550,1745160,0,401000,263000,180000,446690,3890068,11413289,597000,2068300,1252000,982979,0,0,0,550000,617512,1646000,1727800,240000,1026000,105586,281560,,,,,,,,,,,,,,,
15/07/1996,199722016,4454800,3108000,725500,8740976,16637524,15080377,14356000,20303919,2652660,5802000,3763392,1011000,1631000,834000,10685002,1197773,0,0,0,3515363,2642327,15351893,2180000,1431000,0,201000,273000,0,1851806,1434113,373117,1112890,0,330000,319500,677000,0,365000,1765000,70000,465000,3898850,1766000,542500,2852200,4237900,39500,104000,430600,1929500,2062509,3183348,220000,664000,213000,647000,215000,5551591,12517843,989100,3271086,1117000,735497,0,40000,0,246000,1161149,2080200,2336000,533711,450000,200000,145000,,,,,,,,,,,,,,,
15/08/1996,203003664,3252775,4035000,530800,7259997,15605085,13035757,18340728,11336290,1422375,6118000,6284342,972000,569000,444000,12396843,2692950,141000,37000,173500,3709000,3331652,12768958,2815500,1478605,0,267930,1174950,132500,2010581,2250298,180000,1052864,40000,333500,0,245000,262000,510000,2064300,135000,465000,2828000,1330000,263000,1402000,3968300,476450,80000,180000,3569000,2809404,4163062,0,310000,350000,284000,520000,3941100,16998767,477000,4108220,1837000,529000,285000,0,0,734000,1252680,5146000,2326700,399000,1575901,212000,773000,,,,,,,,,,,,,,,
15/09/1996,199693461,2537584,2822600,737000,10200128,15865657,9423454,12575577,22841405,1928000,4318000,5511800,834000,965000,1089000,8541447,4224049,71840,0,97438,1767400,6154227,15521240,3999000,1422000,0,0,1244700,0,1951720,2054458,247000,1197800,470000,486127,0,766000,402000,411993,1982256,245000,1010000,3693500,1529000,720000,140000,4169900,585720,0,0,3532900,2412303,2199825,0,88573,346000,402485,681382,5124006,12753856,718000,3961000,1754600,1711300,0,142749,0,75000,1057822,1685869,2343771,222000,662000,162000,901000,,,,,,,,,,,,,,,
15/10/1996,207813155,3893451,4287000,1196490,13473605,14681441,9391193,18790657,16904990,3222000,6061928,5147529,1157575,1045000,524504,10258726,3001877,148000,279250,118400,2734000,5974358,15039572,2584000,1509000,0,477000,494400,0,1179870,2749400,145000,1301431,150000,252720,260000,952000,86000,1204000,1786669,0,380000,3310000,1225000,1041280,1339500,2122000,191000,19999,170000,1719700,2137675,2185345,423000,90000,772000,578000,1176820,4964071,14892000,335000,3050600,1561000,1473500,220000,607850,168692,140000,1241685,3626002,1894000,160000,1002000,99400,1033000,,,,,,,,,,,,,,,
15/11/1996,228206101,2965821,6144000,307850,11879195,19545675,11163562,21982497,24137825,1534000,7083383,5090261,511976,2308178,2040311,9421957,3844723,87500,30000,270000,1700000,5035779,16140373,3312000,983000,242977,356200,1867400,178000,1548000,1595900,0,1974638,70000,646500,90000,1154964,262000,300000,2468311,19000,510000,2664000,585000,934285,1503700,5113600,820770,0,49000,2811000,3053815,2519230,75000,444925,477000,50000,186682,4351600,12648671,567000,5291000,1429000,1825750,269000,143000,112000,581500,1673836,3836000,2255239,351000,484742,0,295000,,,,,,,,,,,,,,,
15/12/1996,198271936,3445115,6114000,337000,14845883,15503073,11989524,14335237,15956788,1780000,4826813,5301873,693000,1690000,968000,6937080,3058009,382743,160000,165500,2542400,5380992,13543776,1961000,2168000,0,358000,507600,150000,2512886,1840828,130000,1089000,240000,333000,117000,941000,214000,465000,1956124,180000,240000,4112000,2027064,237000,2414000,4502000,125000,0,467000,3544820,2014160,1954550,48000,355000,466000,135000,415407,3815490,10829564,260000,2201322,1843400,1007000,150000,240000,0,709500,1454215,3057700,2208000,200000,773500,298000,1047000,,,,,,,,,,,,,,,
15/01/1997,184273281,2065407,4093000,276000,12898675,12511480,11653584,12220900,18695805,1940000,5866000,4669881,729000,666000,676000,7501805,2130859,72566,61000,89000,2043620,4226613,14815326,2219000,1797000,0,200000,948100,0,835400,1028200,180000,1919000,130000,508000,241000,250000,190000,613000,1096035,264000,884000,3674000,537000,1003824,1309300,2799000,810100,0,658000,2714600,1255500,1763307,0,0,0,40000,533280,3210500,13222659,4217000,3859000,910000,1431600,340900,196000,0,0,1196255,2264450,758000,417750,526000,0,1420000,,,,,,,,,,,,,,,
15/02/1997,186029020,3317600,3626000,535280,13566759,12959210,12748617,18019525,21104894,638000,5607000,4395601,974711,717000,749000,8050590,2177659,694500,78724,111800,2603500,2050600,15049438,2517000,1846500,0,195000,360000,274000,350000,1588932,0,1616500,0,202800,319000,575000,0,357000,1658190,205000,175000,3162000,1435546,535000,870000,2488137,320000,150000,119000,1929800,2036964,1600000,0,283200,200000,524000,1001392,3768500,12007076,0,2829100,684000,1519000,205000,0,19000,455000,752175,2380200,1256000,469500,558500,0,455000,,,,,,,,,,,,,,,
15/03/1997,190724135,3860082,5842500,846000,10520400,18677399,9096519,10605600,20362210,2470000,4893500,2707800,921000,2312780,903000,11644808,1823000,218000,438000,500000,1384900,3954277,15259885,2270000,1611000,0,35000,1193900,80000,2609907,1465000,0,1086500,200000,697639,0,403500,11000,297465,1652892,137000,605000,4426000,2214888,200000,1092000,1839000,276556,0,300000,2842000,1976389,3179500,0,215000,588500,289000,1161567,4571600,10608136,80000,2767300,1342000,1945550,0,281514,0,469982,818690,958500,936000,150000,536000,190000,871000,,,,,,,,,,,,,,,
15/04/1997,219220280,3600277,6717000,392000,17929970,11666503,10348984,17545848,24691498,4465580,4668000,3885808,1365000,2768981,975555,11645297,2467665,0,579800,0,1682800,3673080,18781438,3771000,1633400,0,70000,418000,210000,1133713,2351521,148000,1434500,160000,150000,526000,35000,0,981000,2520450,205000,756000,3282000,1125000,590508,943400,4799445,910792,115000,1118000,3723850,1374450,2746600,100000,585500,478000,179060,1033895,3197100,11551280,446000,3494500,940600,1171478,270000,0,0,238900,545012,3187000,2578473,453000,694769,97000,895000,,,,,,,,,,,,,,,
15/05/1997,217547404,3908750,5390000,959220,12290508,15856967,11851550,15007850,23220210,2732200,5367600,5945940,786500,2544000,1514855,11257165,2659557,335000,205000,124000,3633646,4207532,20783864,3010000,1924000,0,86000,872200,0,390000,1090300,180000,1066500,100000,140000,42000,280000,0,805000,1390522,662382,272510,4335500,1693000,535000,1223840,3523400,294600,288000,413000,2853300,2742350,1829906,76000,234000,354000,175100,566901,5498990,14058783,570000,4506000,1822600,692000,420000,0,0,445000,375750,2350000,1469256,336800,351000,240000,380000,,,,,,,,,,,,,,,
15/06/1997,204825102,3600375,4767500,322900,13096500,13816579,10331583,15002855,19439600,1936000,5342500,3055633,1133546,2805297,524000,9035977,3938275,200000,0,0,2863700,4554867,17944192,2789000,1019000,0,215000,1068400,8000,1623000,973530,0,1179000,74000,406827,433000,280000,0,250000,912000,0,1015500,4632400,1869000,158368,1275606,6315800,439800,411800,799000,3450000,1628500,1333800,120000,395700,200000,0,556180,6134628,17890689,100000,3283500,1790873,558497,157000,84700,0,310000,1009625,1560500,1008000,0,350000,548000,495000,,,,,,,,,,,,,,,
15/07/1997,251685233,4099162,7242000,868180,10056400,18893000,12780544,16745028,23151487,2135000,6657000,6992738,1260280,2563905,1205681,14981951,2791000,292000,0,220000,3322000,4307722,22881125,3051000,2258700,70000,331000,663600,233840,2458607,1812700,0,774425,89000,602900,369000,97000,0,791000,2130863,95000,631000,6541000,1428000,807840,1521000,9691700,164500,0,250000,4488000,3659475,4645681,55000,218000,345000,296000,844677,7066405,13973749,720000,4342000,632000,705000,0,0,0,970000,1009971,2511760,3422774,603863,601000,0,265000,,,,,,,,,,,,,,,
15/08/1997,215932707,3078754,4410000,889800,9249950,17531548,12751211,14240400,19867740,4357076,5502000,3553811,1321550,1292250,1055573,12386619,2890717,0,108000,0,3624000,3929290,21230013,2665000,1726000,0,220000,892500,0,1754718,1532060,50000,1293289,0,0,0,601000,0,546000,2056500,202000,435000,3255500,2390000,203000,1881758,5062000,334000,0,185000,3607500,2966393,3393246,89250,316000,0,285000,1029780,4894650,14440633,244403,4531500,2197500,1174725,175700,79500,0,65000,421750,2164000,1195550,175000,874000,150000,906000,,,,,,,,,,,,,,,
15/09/1997,241857876,4391870,4294000,1572500,13094160,15195607,15470913,19801828,25583040,1687666,5913000,5821361,599000,3142476,924108,13172706,3202944,0,0,16300,3514784,6220646,22553255,2073000,2359900,0,80000,1098000,145000,963300,2619606,266500,941010,89000,361000,56000,860000,213696,718000,2719000,265000,469000,4304000,1863000,550500,1679000,5226000,0,327444,254000,3804208,2368050,3810492,120000,542394,200000,240000,901925,5660305,14797749,868000,4346000,881000,2214453,0,0,0,0,1224680,1956000,823000,204500,222000,0,0,,,,,,,,,,,,,,,
15/10/1997,245359769,4007938,6705000,1190740,11223000,18215554,13215797,22046312,28787822,2199000,6070500,3617797,1121910,1747098,1128678,10393173,3395662,436000,50000,364500,3956600,4701339,22323930,3448000,1602500,0,434000,657200,180000,989800,1677981,476040,1056774,180000,0,249000,387000,342500,1267650,2242200,0,434705,7002750,1892000,1474400,1656900,5038968,376395,56000,92000,2385000,1534018,3451180,80000,116000,380000,300000,1255381,4606100,14533136,847504,4896000,1299000,2485347,401000,19900,0,587500,1412717,955000,1761490,153883,715500,227000,844000,,,,,,,,,,,,,,,
15/11/1997,234226668,3976339,5546200,913500,11168000,17917880,17972100,17852000,22785527,3402500,6557000,5381640,648654,2282087,809693,14006825,3149100,252000,63000,0,3284500,4275732,15332781,3818000,1505600,0,0,1011200,0,2353500,2206500,251000,1143280,180000,527600,81000,55000,494000,513000,1960736,275000,793000,5575000,1570000,1524816,913000,6913000,101500,141500,248598,5087743,2561282,2550476,102000,80000,0,70000,2631006,4977375,12676440,1589677,2030211,968000,1366000,50000,0,0,218000,1049140,1863000,1665030,0,828400,0,130000,,,,,,,,,,,,,,,
15/12/1997,230591091,3978756,8186000,430000,14582593,15110820,14201642,20182500,18484713,1536900,6263900,3454409,1647704,3006012,963454,10698216,3785224,0,179566,432950,4342320,4359746,16688194,2840000,2092000,0,444000,978300,17000,2524000,1846626,220000,1155800,0,175600,58000,526500,0,605000,1543000,0,977560,5231400,2125741,1040000,765000,5679412,667200,0,630000,2347600,1770400,4201000,0,847000,290000,240000,490000,4924250,13710533,1036000,5376600,2425800,1101000,130000,175000,0,330000,557050,722500,2753000,420000,954000,960000,171600,,,,,,,,,,,,,,,
15/01/1998,184228798,3745529,4480000,335780,10250125,12520133,10616739,12633810,20448375,1987934,4237000,3783529,846400,3114000,1085547,8694147,2531743,0,60000,0,4253000,1896430,16712077,2143000,678600,0,435000,1179650,0,1684000,1700300,417000,1506000,180000,904490,59000,777697,0,565000,2162000,110000,629000,2921000,771900,189890,2288900,4051000,954482,139000,215000,2766700,2291050,2318180,246000,149000,119000,34000,1110000,5858937,7467943,725000,4546000,1331612,823496,150000,0,0,387200,90000,749800,1521000,0,439673,0,210000,,,,,,,,,,,,,,,
15/02/1998,191904840,4225050,7081000,860000,9454530,10245850,11260750,14827575,24480790,1385000,6165000,3904150,850100,2304336,837627,8364307,2925717,0,118700,21300,2310600,2990893,13713250,2906000,1478000,0,603000,194700,0,1464360,1389980,150000,1399000,0,466000,735000,160000,168000,1004700,1830210,250451,654447,4203500,950000,682200,1166400,2969893,310400,294082,1128000,2893100,2968600,1741370,0,380000,15000,0,910000,4506500,13671092,503500,2312000,370000,1721000,68142,0,0,0,1115113,1100000,1299000,334575,231000,190000,690000,,,,,,,,,,,,,,,
15/03/1998,212904898,4769705,7127000,1388600,11098354,10492570,13596033,17680450,18797030,2146000,5908590,3855314,1489621,3050296,929810,9662132,3037316,299788,245000,566600,2258950,4212650,15651170,3474000,1691800,0,283600,400800,130140,1444200,1691800,210000,838680,0,932000,100000,930000,0,578000,2050739,65000,826000,5642800,2481000,1348000,2673048,6706851,466900,371500,546000,3485000,2294559,2948560,0,641278,146000,277000,1334200,4180705,11569769,544697,3471785,1041500,1362100,171000,0,0,181000,718745,2268000,1090263,0,329900,0,703000,,,,,,,,,,,,,,,
15/04/1998,179456318,3067152,5452000,328000,10603185,6280648,8704803,16899840,17745831,2592000,5215000,4124935,657500,2975378,1029118,9907386,3050580,59000,110500,32000,4025852,3643297,13681948,3041990,465000,0,655000,356000,188000,1259000,1227000,347533,766000,0,900598,99000,0,0,667000,1515000,0,295000,4324350,439000,595000,2073200,6011550,322000,123500,776000,2639090,1418278,2317530,230000,515600,257000,324000,670000,3766750,11077594,212000,2671000,695000,436700,77000,20000,0,251000,354712,3049000,573440,351950,616000,0,300000,,,,,,,,,,,,,,,
15/05/1998,173545981,2932003,6063650,708902,9478403,9662150,5512761,12386000,20557290,1713000,4090000,4214675,274000,2507275,1053500,7492874,3342293,60000,253000,0,3281300,4584198,10730965,1978000,633000,0,635000,427000,0,1121000,1579000,390000,1027300,0,288200,239000,530000,60000,608000,1733350,110000,781750,4478000,1141500,641500,2641535,4333152,383100,0,461000,2344000,1871970,3024657,245000,247300,270000,322000,1279586,4542200,10882713,1120500,2808100,1140000,1614399,155250,127000,0,283000,857880,1689800,1172000,180000,250000,0,0,,,,,,,,,,,,,,,
15/06/1998,159168232,3319240,4811300,970000,8521412,6459340,9228600,9830500,15668020,2246000,2603000,5923173,376000,3752896,885738,4557772,2783326,0,172600,287250,3361000,4654051,12400345,1901000,1076889,125000,498140,750000,0,1172265,1508800,130000,1074680,150000,381500,145000,560000,0,359000,1231020,0,563000,6522000,1352264,796900,1233980,4105200,808900,0,210000,2325700,1143000,1781800,440000,304000,270000,313000,1036800,5364950,9517772,710000,2234000,1300500,588500,150000,0,0,318000,263810,373000,878202,0,360000,0,28097,,,,,,,,,,,,,,,
15/07/1998,172709673,2861828,2784800,789800,7736015,8861600,9225100,12404000,19595280,3701000,3584000,4604995,413000,1378824,626000,9071041,2423273,0,0,0,1680000,3378527,13346372,3127000,850000,0,363000,736500,64650,1646792,1179218,411000,1030000,0,243000,196000,462000,42000,128000,990800,135000,359000,3614000,2266475,1081000,2096516,5488360,289000,78872,516200,3192100,1333800,2460600,0,224000,0,316000,787600,4455150,12617834,855600,4153500,786000,1071000,0,8000,0,358000,536120,2178000,940000,125000,211531,240000,0,,,,,,,,,,,,,,,
